Title,Release Year,End Year,Rating,Cast,Runtime,Genre
"Sharon, Lois & Bram's Elephant Show",1984.0,1988.0,8,"Bram Morrison, Lois Lilienstein, Sharon Hampson, Eric Nagler",30 min,"Comedy, Family, Musical"
ChalkZone,2002.0,2009.0,6.5,"Elizabeth Daily, Candi Milo, Hynden Walch, Jess Harnell",22 min,"Animation, Adventure, Comedy"
Günesin Kizlari,2015.0,2016.0,5.8,"Emre Kinay, Evrim Alasya, Tolga Saritas, Burcu Özberk",120 min,"Comedy, Drama, Romance"
The Frog,2020.0,2021.0,8.2,"Saber Abar, Navid Mohammadzadeh, Fereshteh Hosseini, Sahar Dolatshahi",50 min,"Crime, Drama, Mystery"
Fireball XL5,1962.0,1963.0,7.2,"David Graham, Sylvia Anderson, Paul Maxwell, John Bluthal",30 min,"Animation, Family, Sci-Fi"
McGee and Me!,1989.0,1992.0,7,"Joseph Dammann, Terry Bozeman, Vaughn Taylor, Sarah Dammann Thomas",30 min,"Animation, Drama, Family"
Katei Kyoshi Hitman Reborn!,2006.0,2010.0,7.7,"Hidenobu Kiuchi, Hidekazu Ichinose, Yukari Kokubun, Neeko",****,"Animation, Action, Comedy"
The Chiffy Kids,1976.0,1980.0,****,"Luke Batchelor, Lesley Saunders, Philip Sadler, Wayne Kebell",30 min,"Comedy, Family"
The Tomorrow People,1992.0,1995.0,7.3,"Kristian Schmid, Christian Tessier, Naomie Harris, Jeff Harding",25 min,Sci-Fi
Lopez,2016.0,2017.0,5.6,"George Lopez, Anthony 'Citric' Campos, Maronzio Vance, Hayley Huntley",30 min,Comedy
Swing,2011.0,2015.0,8.9,"Jessica O'Reilly, Ruby Day, Nikki, Kimberly",****,"Reality-TV, Romance"
Return of the Saint,1978.0,1979.0,6.7,"Ian Ogilvy, Gayle Hunnicutt, Stratford Johns, Derren Nesbitt",60 min,"Adventure, Crime"
The Danny & Mick Show,2019.0,2021.0,7.7,"Danny Adams, Mick Potts, Shalini Peiris, Nina Wadia",11 min,"Comedy, Family"
Mia nyhta tou Avgoustou,2022.0,2023.0,8.4,"Maria Kavoyianni, Ntenia Psyllia, Stelios Xanthoudakis, Noni Ioannidou",45 min,Drama
Bad Judge,2014.0,2015.0,5.9,"Kate Walsh, Tone Bell, John Ducey, Ryan Hansen",30 min,Comedy
In the Club,2014.0,2016.0,7.4,"Katherine Parkinson, Hermione Norris, Christine Bottomley, Jill Halfpenny",60 min,Drama
Hulk and the Agents of S.M.A.S.H.,2013.0,2015.0,6.1,"Fred Tatasciore, Clancy Brown, Seth Green, Ben Diskin",23 min,"Animation, Action, Adventure"
Super Fun Night,2013.0,2014.0,6.2,"Rebel Wilson, Kevin Bishop, Liza Lapira, Lauren Ash",22 min,Comedy
Shaun Micallef's Mad as Hell,2012.0,2022.0,8.3,"Shaun Micallef, Francis Greenslade, Emily Taheny, Tosh Greenslade",30 min,Comedy
Fury,1955.0,1960.0,7.4,"Peter Graves, William Fawcett, Bobby Diamond, Highland Dale",30 min,"Family, Western"
Life's Work,1996.0,1997.0,7.3,"Lisa Ann Walter, Michael O'Keefe, Molly Hagan, Lightfield Lewis",30 min,Comedy
Türkisch für Anfänger,2006.0,2008.0,7.5,"Josefine Preuß, Anna Stieblich, Elyas M'Barek, Adnan Maral",25 min,Comedy
Better with You,2010.0,2011.0,6.8,"JoAnna Garcia Swisher, Jennifer Finnigan, Josh Cooke, Jake Lacy",30 min,Comedy
Alex & Co.,2015.0,2017.0,5.5,"Leonardo Cecchi, Eleonora Gaggero, Beatrice Vendramin, Giulia Guerrini",****,"Comedy, Drama, Family"
Bronco,1958.0,1962.0,7.2,"Ty Hardin, Robert Colbert, Clyde Howdy, Mike Road",60 min,Western
Capitol,1982.0,1987.0,7.2,"Constance Towers, Debrah Farentino, Rory Calhoun, Carolyn Jones",30 min,"Drama, Romance"
Happily Ever After: Fairy Tales for Every Child,1995.0,2000.0,6.9,"Robert Guillaume, Liz Torres, Edward James Olmos, Sinbad",30 min,"Animation, Adventure, Comedy"
Dilbert,1999.0,2000.0,7.3,"Daniel Stern, Larry Miller, Gordon Hunt, Chris Elliott",30 min,"Animation, Comedy"
El Chema,2016.0,2017.0,6.9,"Mauricio Ochmann, Julio Bracho, Itatí Cantoral, Fernando Noriega",43 min,"Action, Crime"
T.H.E. Cat,1966.0,1967.0,8.2,"Robert Loggia, Robert Carricart, R.G. Armstrong, Robert Duvall",30 min,"Adventure, Drama"
Stingers,1998.0,2004.0,7.1,"Peter Phelps, Kate Kendall, Anita Hegh, Ian Stenlake",60 min,"Crime, Drama, Mystery"
Kamen Raidâ,1971.0,1973.0,7.7,"Akiji Kobayashi, Shinji Nakae, Gorô Naya, Jirô Yabuki",30 min,"Action, Adventure, Drama"
Pound Puppies,2010.0,2013.0,6.3,"Eric McCormack, John DiMaggio, Michael Rapaport, Alanna Ubach",****,"Animation, Adventure, Comedy"
Josh,2014.0,2017.0,6.7,"Josh Widdicombe, Elis James, Beattie Edmondson, Jack Dee",30 min,Comedy
Starhunter,2000.0,2004.0,6.1,"Tanya Allen, Stephen Marcus, Michael Paré, Murray Melvin",45 min,"Action, Sci-Fi"
Theory of Love,2019.0,2020.0,8.1,"Atthaphan Phunsawat, Jumpol Adulkittiporn, Nawat Phumphothingam, Chinnarat Siriphongchawalit",50 min,"Drama, Romance"
Ewoks,1985.0,1987.0,6,"Jim Henshaw, James Cranna, Cree Summer, Sue Murphy",30 min,"Animation, Adventure, Family"
Super Why!,2007.0,2016.0,6.1,"Tajja Isen, Siera Florindo, Zachary Bloch, Nicholas Castel Vanderburgh",30 min,"Animation, Family"
The Edge of Sleep,2019.0,2022.0,9.2,"Alex Essoe, Mark Fischbach, Cara Santana, Victor Rasuk",180 min,Mystery
Gold Rush: Freddy Dodge's Mine Rescue,2021.0,2022.0,8.1,"Fred Dodge, Juan Ibarra, Paul Christie, Travis Stockman",45 min,Reality-TV
"Hello, Larry",1979.0,1980.0,5.8,"McLean Stevenson, Kim Richards, Joanna Gleason, Krista Errickson",30 min,Comedy
Movie Stars,1999.0,2000.0,6.3,"Harry Hamlin, Jennifer Grant, Mark Benninghoffen, Marnette Patterson",30 min,Comedy
The Four Just Men,1959.0,1960.0,8.2,"Richard Conte, Jack Hawkins, Dan Dailey, Lisa Gastoni",30 min,Drama
Total Divas,2013.0,2019.0,6.4,"Natalya Neidhart, Brie Bella, Nikki Bella, Trinity Fatu",44 min,"Documentary, Biography, Drama"
Color Rush,2020.0,2022.0,6.9,"Tae-ui Hong, Hyun Jun Heo, Seo Hoo Baek, Hyo Gi Min",15 min,"Drama, Romance"
The Cat in the Hat Knows a Lot About That!,2010.0,2018.0,6.5,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Rob Tinkler",26 min,"Animation, Adventure, Comedy"
Call to Glory,1984.0,1985.0,7.9,"Craig T. Nelson, Cindy Pickett, Elisabeth Shue, Gabriel Damon",60 min,Drama
Der Bergdoktor,1992.0,2013.0,4.3,"Enzi Fuchs, Walther Reyer, Herbert Fux, Manuel Guggenberger",90 min,Drama
Reunion,2005.0,2006.0,7.7,"Dave Annable, Alexa Davalos, Will Estes, Sean Faris",60 min,"Drama, Mystery"
3-2-1 Contact,1980.0,1992.0,8.1,"David Quinn, Debra Shapiro, Todd A. Rolle, Ginny Ortiz",30 min,Family
Just Roll with It,2019.0,2021.0,5.1,"Suzi Barrett, Ramon Reed, Kaylin Hayman, Lela Brown",****,"Comedy, Family"
Beauty and the Geek,2005.0,2008.0,6.1,"Mike Richards, Sam Horrigan, Nicole Morgan, Hollie Winnard",60 min,"Reality-TV, Romance"
Muñeca brava,1998.0,1999.0,7.3,"Natalia Oreiro, Verónica Vieyra, Lydia Lamaison, Victoria Onetto",60 min,"Comedy, Drama, Romance"
Britain's Most Evil Killers,2017.0,2022.0,7.4,"Elizabeth Yardley, Geoffrey Wansell, Fred Dinenage, Stuart Hamilton",60 min,"Documentary, Crime"
Road Rules,1995.0,2007.0,5.1,"Adam Larson, Shane Landrum, Susie Meister, Veronica Portillo",30 min,"Adventure, Game-Show, Reality-TV"
El Rostro de Analía,2008.0,2009.0,7.6,"Elizabeth Gutierrez, Martín Karpan, Maritza Rodríguez, Gabriel Porras",45 min,"Action, Crime, Drama"
1600 Penn,2012.0,2013.0,5.7,"Josh Gad, Jenna Elfman, Martha MacIsaac, André Holland",22 min,Comedy
The Latest Buzz,2007.0,2010.0,5.8,"Zoë Belkin, Munro Chambers, Demetrius Joyette, Vanessa Morgan",23 min,"Comedy, Drama, Family"
Edge of Alaska,2014.0,2017.0,6.9,"John Beach, Neil Darish, Mark Wacht, Jenny Rosenbaum",41 min,Reality-TV
Gary: Tank Commander,2009.0,2012.0,7.8,"Greg McHugh, Scott Fletcher, Robert Jack, Stuart Bowman",****,"Comedy, War"
Sidonia no Kishi,2014.0,2015.0,7.7,"Pete Sepenuk, Ryôta Ôsaka, Takahiro Sakurai, Aya Suzaki",****,"Animation, Action, Adventure"
Plus belle la vie,2004.0,2022.0,2.5,"Laurent Kérusoré, Michel Cordes, Sylvie Flepp, Anne Décis",26 min,"Romance, Comedy, Drama"
Weakest Link,2000.0,2017.0,5.6,"Anne Robinson, Jon Briggs, Adam Woodyatt, Neil Hamilton",45 min,Game-Show
Extr@,2002.0,2004.0,7.3,"Vanessa Seydoux, Lawrence Ray, Javier Marzan, Andrew Miller",****,Comedy
Eung-dab-ha-ra 1997,2012.0,2013.0,8,"Eun-ji Jung, Seo In-Guk, Hoya, Shin So-yul",50 min,"Comedy, Drama, Romance"
Jam & Jerusalem,2006.0,2009.0,7.7,"Sue Johnston, Dawn French, Maggie Steed, Jennifer Saunders",60 min,Comedy
Scream Queens,2008.0,2010.0,7.4,"John Homa, Shawnee Smith, James Gunn, Lindsay Felton",30 min,Reality-TV
The Busy World of Richard Scarry,1993.0,1997.0,7.4,"Peter Wildman, Stephen Ouimette, Catherine Disher, Jayne Eastwood",30 min,"Animation, Family"
Tiswas,1974.0,1982.0,7.8,"Chris Tarrant, Sally James, John Asher, Peter Tomlinson",110 min,Family
Man in a Suitcase,1967.0,1968.0,7.7,"Richard Bradford, Ricardo Montez, Warren Stanhope, Frank Forsyth",60 min,"Crime, Drama, Mystery"
D.Gray-man,2006.0,2008.0,7.7,"Sanae Kobayashi, Todd Haberkorn, Shizuka Itô, Kenichi Suzumura",30 min,"Animation, Action, Adventure"
No: 309,2016.0,2017.0,4.7,"Demet Özdemir, Furkan Palali, Sumru Yavrucuk, Gökçe Özyol",120 min,"Comedy, Romance"
World's Dumbest,2008.0,2014.0,7.5,"Chip Bolcik, Brad Loekle, Judy Gold, Kevin McCaffrey",****,"Comedy, Reality-TV"
Tutenstein,2003.0,2007.0,7,"Crystal Scales, Jeannie Elias, Lex Lang, Joey Simmrin",22 min,"Animation, Adventure, Family"
Our Cartoon President,2018.0,2020.0,5.3,"Jeff Bergman, James Adomian, Gabriel Gundacker, Emily Lynne",30 min,"Animation, Adventure, Comedy"
Davey and Goliath,1960.0,2004.0,7.5,"Hal Smith, Dick Beals, Norma MacMillan, Nancy Wible",15 min,"Animation, Family"
Where the Bears Are,2012.0,2019.0,7.4,"Rick Copp, Ben Zook, Joe Dietl, Ian Parks",138 min,"Comedy, Mystery"
Dinotrux,2015.0,2017.0,6.8,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Brian Drummond",23 min,"Animation, Short, Action"
The Mighty B!,2008.0,2011.0,5.3,"Amy Poehler, Dee Bradley Baker, Grey Griffin, Dannah Feinglass Phirman",24 min,"Animation, Short, Comedy"
Maigret,1991.0,2005.0,7.9,"Bruno Cremer, Alexandre Brasseur, Jean-Claude Frissung, Pierre Diot",90 min,"Crime, Drama, Mystery"
Follow the Sun,1961.0,1962.0,7.6,"Barry Coe, Brett Halsey, Jay Lanin, Gary Lockwood",60 min,Adventure
Chôjikû Yôsai Macross,1982.0,1983.0,8.5,"Arihiro Hase, Mari Iijima, Vic Mignogna, Monica Rial",25 min,"Animation, Action, Adventure"
Raising the Bar,2008.0,2009.0,7.4,"Mark-Paul Gosselaar, Gloria Reuben, Currie Graham, Melissa Sagemiller",****,Drama
Star Wars: Droids,1985.0,1986.0,5.9,"Anthony Daniels, Graeme Campbell, Dan Hennessey, Don Francks",****,"Animation, Action, Adventure"
Legion of Super Heroes,2006.0,2008.0,7,"Yuri Lowenthal, Andy Milder, Kari Wahlgren, Adam Wylie",****,"Animation, Action, Comedy"
"Underworld, Inc.",2015.0,2016.0,6.9,"Huey Morgan, Cross, Caleb Fry, Cesar Chahin",****,Documentary
Greg the Bunny,2002.0,2004.0,7.6,"Eugene Levy, Seth Green, Bob Gunton, Sarah Silverman",22 min,Comedy
"Can't Cope, Won't Cope",2016.0,2018.0,7.3,"Seána Kerslake, Nika McGuigan, Sheila Moylette, Muiris Crowley",23 min,"Comedy, Drama"
Gordon Ramsay's 24 Hours to Hell and Back,2018.0,2020.0,7.2,"Gordon Ramsay, Mary Keledjian, Christina Wilson, Domenic Botto",60 min,Reality-TV
The Rocketeer,2019.0,2020.0,5.1,"Kitana Turnbull, Callan Farris, Frank Welker, Kathy Najimy",****,"Animation, Short, Action"
Beautiful People,2005.0,2006.0,6.8,"Daphne Zuniga, Sarah Foret, Torrey DeVitto, Jackson Rathbone",44 min,"Drama, Romance"
Trivia,2011.0,2012.0,7.6,"David Pearse, Keith McErlean, Janet Moran, Aoibhinn McGinnity",****,Comedy
Sugar Rush,2018.0,2020.0,7,"Hunter March, Adriano Zumbo, Candace Nelson, Colin Hanks",55 min,"Game-Show, Reality-TV"
Bananas in Pyjamas,1992.0,2001.0,5.5,"Karina Kelly, Nicholas Opolski, Taylor Owyns, Jeremy Scrivener",****,"Animation, Comedy, Family"
WMAC Masters,1995.0,1996.0,7.7,"Herb Perez, Hakim Alston, Jamie Webster, Hien Nguyen",****,"Action, Family, Sport"
Adini Sen Koy,2016.0,2018.0,4.5,"Özge Yagiz, Musab Ekici, Gözde Gürkan, Merve Sevin",****,"Drama, Romance"
Casados con hijos,2005.0,2006.0,7.6,"Violeta, Guillermo Francella, Florencia Peña, Luisana Lopilato",30 min,Comedy
Monster High,2010.0,2017.0,7.5,"Karen Strassman, Laura Bailey, Yuri Lowenthal, Cam Clarke",2 min,"Animation, Comedy, Fantasy"
Barely Famous,2015.0,2016.0,7.2,"Erin Foster, Sara Foster, Abbey McBride, Tara Alexandra Brown",21 min,Comedy
KaBlam!,1996.0,2000.0,7.9,"Noah Segan, Julia McIlvaine, Paul Eiding, Bert Pence",30 min,"Animation, Comedy, Family"
Nagi no Asukara,2013.0,2014.0,7.4,"Natsuki Hanae, Mikako Komatsu, Bryce Papenbrook, Max Mittelman",23 min,"Animation, Drama, Fantasy"
Running Wilde,2010.0,2011.0,6.8,"Will Arnett, Keri Russell, Stefania LaVie Owen, Mel Rodriguez",30 min,Comedy
Günesi Beklerken,2013.0,2014.0,6.8,"Kerem Bürsin, Hande Dogandemir, Yagmur Tanrisevsin, Ismail Ege Sasmaz",120 min,Drama
Murder Call,1997.0,2000.0,7.1,"Lucy Bell, Peter Mochrie, Geoff Morrell, Glenda Linscott",50 min,"Drama, Crime, Thriller"
"Good Morning, Miami",2002.0,2004.0,6.4,"Constance Zimmer, Mark Feuerstein, Ashley Williams, Jere Burns",30 min,Comedy
Aci Hayat,2005.0,2007.0,6.3,"Kenan Imirzalioglu, Selin Demiratar, Oguz Galeli, Ebru Kocaaga",90 min,"Action, Drama, Romance"
Gankutsu-ô,2004.0,2005.0,8,"Jôji Nakata, Johnny Yong Bosch, Beau Billingslea, Karen Strassman",24 min,"Animation, Drama, Mystery"
Masquerade,1983.0,1984.0,7,"Rod Taylor, Kirstie Alley, Greg Evigan, Katia Christine",60 min,"Adventure, Thriller"
The Famous Five,1995.0,1997.0,7.3,"Jemima Rooper, Marco Williamson, Paul Child, Laura Petela",25 min,"Adventure, Family"
Wahlburgers,2014.0,2019.0,6.7,"Mark Wahlberg, Donnie Wahlberg, Paul Wahlberg, Alma McPeck",21 min,Reality-TV
Murder City,2004.0,2006.0,7,"Amanda Donohoe, Kris Marshall, Connor McIntyre, Laura Main",90 min,"Crime, Drama, Mystery"
On Our Own,1994.0,1995.0,6.2,"Ralph Louis Harris, Jojo Smollett, Jazz Smollett, Jussie Smollett",30 min,Comedy
Blood+,2005.0,2006.0,7.6,"Eri Kitamura, Katsuyuki Konishi, Hiroyuki Yoshino, Akiko Yajima",****,"Animation, Action, Adventure"
Inspector Gadget,2015.0,2018.0,4.5,"Ivan Sherry, Tara Strong, Martin Roach, Scott McCord",22 min,"Animation, Action, Adventure"
Get Christie Love!,1974.0,1975.0,6.3,"Teresa Graves, Dennis Rucker, Charles Cioffi, Andy Romano",60 min,"Crime, Drama"
"Knowing Me, Knowing You with Alan Partridge",1994.0,1995.0,8.2,"Steve Coogan, Rebecca Front, Patrick Marber, Steve Brown",45 min,Comedy
The Nightmare Room,2001.0,2002.0,7.2,"James Avery, Keiko Agena, Kyle Gibson, Michael Galeota",30 min,"Family, Fantasy, Horror"
Hale and Pace,1986.0,1998.0,7.7,"Gareth Hale, Norman Pace, Melanie Kilburn, Regina Freedman",30 min,Comedy
Doctor Who Confidential,2005.0,2011.0,8,"Russell T. Davies, David Tennant, Steven Moffat, Phil Collinson",30 min,Documentary
Birth of a Beauty,2014.0,2015.0,7,"Sang-uk Joo, Ye-seul Han, Gyo-jin In, Ji-hye Wang",60 min,"Comedy, Romance"
Watching Ellie,2002.0,2003.0,6.2,"Julia Louis-Dreyfus, Darren Boyd, Steve Carell, Lauren Bowles",30 min,Comedy
Tali's Joburg Diary,2022.0,2023.0,9,"Julia Anastasopoulos, Glen Biderman-Pam, Anton Taylor, Lucienne Bestall",26 min,Comedy
The Secret Storm,1954.0,1974.0,5.2,"Jada Rowland, Peter Hobbs, Lori March, Bibi Besch",30 min,"Drama, Romance"
The Grand,1997.0,1998.0,7.5,"Rebecca Callard, Tim Healy, Susan Hampshire, Paul Warriner",60 min,Drama
Falling Water,2016.0,2018.0,6.4,"David Ajala, Lizzie Brocheré, Will Yun Lee, Kai Lennox",60 min,"Drama, Mystery, Sci-Fi"
The Pet Set,1971.0,1972.0,8.7,"Betty White, Ralph Helfer, Allen Ludden, Felicia Ames",30 min,"Family, Reality-TV, Talk-Show"
Goodness Gracious Me,1998.0,2015.0,8.3,"Sanjeev Bhaskar, Meera Syal, Kulvinder Ghir, Nina Wadia",45 min,Comedy
The Mothers-In-Law,1967.0,1969.0,7.2,"Eve Arden, Kaye Ballard, Herbert Rudley, Jerry Fogel",30 min,Comedy
Juliet Bravo,1980.0,1985.0,6.7,"David Ellison, Noel Collins, Stephanie Turner, Anna Carteret",50 min,"Crime, Drama, Mystery"
Bounty Hunters,2017.0,2019.0,6.1,"Jack Whitehall, Rosie Perez, Christian Ochoa Lavernia, Charity Wakefield",60 min,"Action, Adventure, Comedy"
Deadly Games,1995.0,1996.0,6.6,"Cynthia Gibb, James Calvert, Stephen Kay, Christopher Lloyd",60 min,"Action, Comedy, Sci-Fi"
Evlilik Hakkinda Her Sey,2021.0,2022.0,7.1,"Gökçe Bahadir, Sumru Yavrucuk, Tülin Ece, Bertan Asllani",120 min,Drama
Tumble Leaf,2013.0,2019.0,8.7,"Christopher Downs, Alex Trugman, Brooke Wolloff, Zac McDowell",23 min,"Animation, Short, Adventure"
Al Kabeer,2010.0,2023.0,8.6,"Ahmed Mekky, Mohamed Sallam, Donia Samir Ghanem, Hesham Ismail",****,"Comedy, Romance"
Lehiyot Ita,2013.0,2021.0,7.9,"Avraham Aviv Alush, Mark Ivanir, Hila Saada, Ofer Hayoun",30 min,"Comedy, Romance"
Space Patrol,1950.0,1955.0,6.8,"Ed Kemmer, Lyn Osborn, Nina Bara, Ken Mayer",30 min,"Action, Adventure, Family"
Space Precinct,1994.0,1995.0,6.3,"Ted Shackelford, Rob Youngblood, Simone Bendix, Nancy Paul",60 min,"Crime, Drama, Sci-Fi"
Duas Caras,2007.0,2008.0,5.9,"Antônio Fagundes, Dalton Vigh, Marjorie Estiano, Susana Vieira",45 min,"Comedy, Drama, Romance"
Berusaiyu no bara,1979.0,1980.0,8.4,"Reiko Tajima, Tarô Shigaki, Hisashi Katsuta, Nachi Nozawa",24 min,"Animation, Action, Drama"
The Perfect Murder,2014.0,2018.0,6.9,"Bill Graves, Joe Murray, Andres Chairez, Peter Barkouras",60 min,"Documentary, Crime, Drama"
Donkey Kong Country,1997.0,2000.0,5.4,"Richard Yearwood, Andrew Sabiston, Donald Burda, Benedict Campbell",137 min,"Animation, Action, Adventure"
Odd Mom Out,2015.0,2017.0,6.9,"Jill Kargman, Andy Buckley, K.K. Glick, Sean Kleier",22 min,Comedy
Foursome,2016.0,2018.0,5.7,"Jenn McAllister, Cameron Moulène, Rickey Thompson, Meghan Falcone",23 min,Comedy
Special Forces: Ultimate Hell Week,2015.0,2017.0,7.3,"Danny Bent, Andrew Flintoff, Reggie Yates, Andy Gatenby",60 min,"Documentary, Action, War"
Duet,1987.0,1989.0,7.3,"Matthew Laurance, Mary Page Keller, Chris Lemmon, Alison La Placa",30 min,"Comedy, Romance"
Space Rangers,1993.0,1994.0,6.6,"Jeff Kaake, Marjorie Monaghan, Cary-Hiroyuki Tagawa, Jack McGee",45 min,"Action, Adventure, Sci-Fi"
Zoom,1972.0,1978.0,7.8,"Maura Mullaney, Edith Mooers, Mike Dean, Luiz Gonzales",****,"Comedy, Drama, Family"
Flo,1980.0,1981.0,5.6,"Polly Holliday, Geoffrey Lewis, Jim Baker, Leo Burmester",30 min,Comedy
All Saints Street,2020.0,2022.0,7.9,"Haiquing Xia, Yanyan Xi, Yanzhe Du, Jiven Teng",4 min,"Animation, Comedy, Fantasy"
Wendy: The Wendy Williams Show,2008.0,2022.0,3.2,"Wendy Williams, Melissa Garcia, Jason Rooney, Sherri Shepherd",60 min,Talk-Show
The Jimmy Stewart Show,1971.0,1972.0,7.3,"James Stewart, Julie Adams, Jonathan Daly, Ellen Geer",30 min,Comedy
La peste,2018.0,2019.0,7.2,"Pablo Molinero, Patricia López Arnaiz, Sergio Castellanos, Cecilia Gómez",50 min,"Crime, Drama, History"
Descendants: Wicked World,2015.0,2017.0,6.4,"Dove Cameron, Sofia Carson, Sarah Jeffery, Brenna D'Amico",2 min,"Animation, Comedy, Family"
Corona de lágrimas,2012.0,2023.0,7.6,"Victoria Ruffo, José María Torre, Mane De La Parra, África Zavala",45 min,Drama
Yûgiô: 5D's,2008.0,2011.0,6.9,"Alexandre Crepet, Gregory Abbey, Ted Lewis, Marc Diraison",****,"Animation, Action, Adventure"
"Hi Honey, I'm Home",1991.0,1992.0,7.1,"Charlotte Booker, Stephen C. Bradbury, Peter Hans Benson, Julie Benz",30 min,Comedy
Rabbids Invasion,2013.0,2019.0,5.4,"Bill Farmer, Sam Vincent, Ben Bocquelet, Mic Graves",21 min,"Animation, Comedy, Family"
Laugh-In,1977.0,1978.0,7.8,"Robin Williams, June Gable, Kim Braden, Ben Powers",60 min,Comedy
The Jake Effect,2003.0,2006.0,7.1,"Jason Bateman, Greg Grunberg, Leslie Grossman, Kyle Gass",30 min,Comedy
Getting On,2009.0,2012.0,8.1,"Jo Brand, Vicki Pepperdine, Joanna Scanlan, Ricky Grover",30 min,Comedy
Blue Demon,2016.0,2017.0,7.6,"Tenoch Huerta, Ana Brenda Contreras, Ianis Guerrero, Alejandro de Marino",46 min,"Action, Adventure, Biography"
Asi,2007.0,2009.0,6.5,"Tuba Büyüküstün, Murat Yildirim, Çetin Tekindor, Nur Sürer",90 min,"Drama, Romance"
Profit,1996.0,1997.0,8.7,"Adrian Pasdar, Lisa Darr, Lisa Blount, Jack Gwaltney",90 min,"Crime, Drama"
Are You Smarter Than a 5th Grader?,2007.0,2019.0,4.9,"Jeff Foxworthy, Danielle Soibelman, Madison Leisle, Lauren Perez",60 min,"Family, Game-Show"
Fushigi no umi no Nadia,1990.0,2003.0,7.8,"Noriko Hidaka, Nathan Parsons, James Arnold Taylor, Guy Roberts",25 min,"Animation, Action, Adventure"
Come Outside,1993.0,1997.0,8,"Lynda Baron, Pippin, Ashok Srivastava, Valerie Hunkins",****,"Adventure, Family"
Douluo Dalu,2018.0,2020.0,8.6,,20 min,"Animation, Action, Adventure"
Imperfect: The Series,2021.0,2023.0,8.3,"Kiky Saputri, Aci Resti, Neneng Wulandari, Zsazsa Utari",****,"Comedy, Drama"
101 Dalmatians: The Series,1997.0,1998.0,6.1,"Kath Soucie, Tara Strong, Jeff Bennett, Frank Welker",30 min,"Animation, Short, Adventure"
Gamer's Guide to Pretty Much Everything,2015.0,2017.0,5,"Cameron Boyce, Murray Wyatt Rundus, Felix Avitia, Sophie Reynolds",22 min,"Adventure, Comedy, Fantasy"
If You Give a Mouse a Cookie,2015.0,2021.0,6.6,"Roger Craig Smith, Jessica DiCicco, Jeff Bennett, Mason Mahay",22 min,"Animation, Short, Adventure"
Our Yorkshire Farm,2018.0,2022.0,9,"Ralf Little, Amanda Owen, Clive Owen, Reuben Owen",240 min,Documentary
Martin Mystery,2003.0,2006.0,7.5,"Sam Vincent, Kelly Sheridan, Teryl Rothery, Dale Wilson",22 min,"Animation, Action, Comedy"
The Vault,2011.0,2014.0,7.5,"Shane Spalione, Adam Epelbaum, Alexia Dox, Carlo Maghirang",****,"Drama, Mystery, Thriller"
The Collector,2004.0,2006.0,6.6,"Chris Kramer, Aidan Drummond, Sonya Salomaa, Ellen Dubin",60 min,"Action, Drama, Fantasy"
The Millionaire Matchmaker,2008.0,2015.0,4.5,"Patti Stanger, Destin Pfaff, Rachel Federoff, Kevin Strom",43 min,"Reality-TV, Romance"
Hebburn,2012.0,2013.0,7.2,"Chris Ramsey, Kimberley Nixon, Lisa McGrillis, Pat Dunn",****,Comedy
The Tripods,1984.0,1985.0,7.4,"John Shackley, Ceri Seel, Jim Baker, Robin Hayter",30 min,"Adventure, Drama, Sci-Fi"
Mathnet,1987.0,1992.0,8.6,"Joe Howard, Beverly Leech, Bari K. Willerford, Mary Watson",60 min,"Comedy, Crime, Family"
Case Sensitive,2011.0,2012.0,6.8,"Olivia Williams, Darren Boyd, Peter Wight, Ralph Ineson",60 min,"Crime, Thriller"
My Mother the Car,1965.0,1966.0,4.6,"Jerry Van Dyke, Maggie Pierce, Ann Sothern, Cindy Eilbacher",30 min,"Comedy, Fantasy"
Mighty Max,1993.0,1995.0,7.9,"Rob Paulsen, Tony Jay, Richard Moll, Corey Burton",30 min,"Animation, Action, Adventure"
